,album_uri,album_title,uri,song_title,first_artist,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature	
515,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name,spotify:track:7LzxuUmlwUw5XsksFf5CfT,Radio Varsavia,Franco Battiato,['Franco Battiato'],0.548,0.585,11.0,-7.973,1.0,0.0379,0.454,8.49e-05,0.16,0.466,163.678,247501.0,4.0	
516,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name,spotify:track:2fzRBJ6xbrHGyRCBR2fE9n,Love My Way,The Psychedelic Furs,['The Psychedelic Furs'],0.674,0.831,0.0,-7.282,1.0,0.0367,0.0221,9.9e-05,0.107,0.606,126.075,213173.0,4.0	
517,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name,spotify:track:6SSpOjYkWOpJGUet6MV0Fp,Le Jardin FÃ©erique from Ma MÃ¨re L'oye,Valeria SzervÃ¡nszky & Ronald Cavaye,['Valeria SzervÃ¡nszky & Ronald Cavaye'],0.532,0.011,0.0,-19.987,1.0,0.0822,0.988,0.053,0.055,0.0714,57.178,182158.0,4.0	
518,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name,spotify:track:5c9qm0bMYawSyRNUTmUMs5,Visions of Gideon,Sufjan Stevens,['Sufjan Stevens'],0.252,0.314,5.0,-18.197,0.0,0.0407,0.942,0.676,0.0892,0.2,75.056,247808.0,4.0	
519,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:6vBMTR37tnbCE0lApwor1d,Tomorrow,Aileen Quinn,['Aileen Quinn'],0.444,0.304,4.0,-14.549,1.0,0.0292,0.519,0.000187,0.745,0.676,81.035,95360.0,4.0	
520,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:3UvRjs5eyTkqB9MYWBqbuZ,It's the Hard-Knock Life,Aileen Quinn,"['Aileen Quinn', 'Toni Ann Gisondi']",0.662,0.201,0.0,-16.913,1.0,0.0909,0.702,0.0,0.572,0.541,169.048,221973.0,4.0	
521,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:4RseNFQOhL2GoHtGjnm4PH,Maybe,Aileen Quinn,['Aileen Quinn'],0.277,0.0294,0.0,-22.061,0.0,0.0368,0.953,9.51e-05,0.11,0.123,78.492,120000.0,5.0	
522,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:2DIxrYGCKSiJ42sx7l30Kc,Dumb Dog,Aileen Quinn,['Aileen Quinn'],0.399,0.0527,9.0,-21.272,1.0,0.0431,0.728,0.0,0.0401,0.339,95.353,54293.0,3.0	
523,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:3Z30RHTtwDyEXaiz2NVbpF,Sandy,Aileen Quinn,"['Aileen Quinn', 'ORPHANS']",0.361,0.0966,9.0,-19.357,1.0,0.0356,0.624,3.7e-05,0.189,0.396,71.342,122800.0,4.0	
524,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:19iTg6JTX0bT0Nzu1lleQR,I Think I'm Gonna Like It Here,Aileen Quinn,"['Aileen Quinn', 'Ann Reinking']",0.489,0.283,9.0,-15.526,1.0,0.0417,0.57,8e-06,0.417,0.473,155.088,214960.0,4.0	
525,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:0i39BKAAspbnjNdXbY6LDB,Little Girls,Carol Burnett,['Carol Burnett'],0.629,0.2,8.0,-15.57,0.0,0.0577,0.605,4.43e-06,0.0809,0.314,101.256,192667.0,4.0	
526,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:7MkHwMqlQiu039fBLbuw0K,We Got Annie,Ann Reinking,"['Ann Reinking', 'Lu Leonard', 'Geoffrey Holder', 'Roger Minami']",0.623,0.227,0.0,-17.756,1.0,0.108,0.203,1.88e-06,0.573,0.466,147.506,142533.0,4.0	
527,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:4W0zMs3tRx0z06qHWp5W3H,Let's Go To The Movies,Aileen Quinn,"['Aileen Quinn', 'Ann Reinking', 'Albert Finney']",0.374,0.2,7.0,-16.481,1.0,0.0329,0.711,0.0,0.0617,0.393,108.516,281600.0,4.0	
528,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:3LfsSkHz2CvwwKm3Z3y23f,Sign,Albert Finney,"['Albert Finney', 'Carol Burnett']",0.594,0.339,7.0,-15.603,1.0,0.401,0.702,0.0,0.189,0.717,130.408,171373.0,4.0	
529,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:0q9qjlwOz1AgS5eEC3LaBX,You're Never Fully Dressed Without A Smile,Peter Marshall,['Peter Marshall'],0.52,0.233,10.0,-14.678,1.0,0.08,0.858,0.0,0.572,0.631,139.228,181533.0,4.0	
530,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:10t34a6EjVaMdtMb8WmV5M,Easy Street,Carol Burnett,"['Carol Burnett', 'Bernadette Peters', 'Tim Curry']",0.469,0.333,10.0,-15.794,1.0,0.0722,0.482,3.04e-06,0.368,0.633,120.123,198027.0,4.0	
531,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:6BmO5NrvRG6yTEtG454kuf,Tomorrow (White House Version),Aileen Quinn,"['Aileen Quinn', 'Albert Finney', 'Lois DeBanzie', 'Edward Herrmann']",0.451,0.0598,1.0,-16.079,1.0,0.0344,0.884,0.0,0.112,0.359,78.247,144133.0,4.0	
532,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:44K18wDJTR6P3vX1AStLBP,Maybe (Reprise),Aileen Quinn,"['Aileen Quinn', 'Albert Finney']",0.276,0.0863,0.0,-21.886,1.0,0.0332,0.862,0.0,0.172,0.0713,81.793,97773.0,1.0	
533,0MVa9A8tUgkPz1TJnX0C6C,Annie,spotify:track:2qzhHWASd51tx5wDuMqbMA,"Finale from ""Annie""",Aileen Quinn,"['Aileen Quinn', 'ORPHANS']",0.335,0.291,7.0,-15.109,1.0,0.038,0.54,0.000131,0.356,0.254,85.05,276267.0,4.0	
534,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6sIZFWgScdBoCzEuo3H4pE,Up With Titles,Michael Giacchino,['Michael Giacchino'],0.268,0.28,3.0,-15.8,1.0,0.0435,0.659,0.941,0.178,0.721,200.726,52947.0,4.0	
535,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:5HQiu07zg3KIFMGvbAiW5t,We're In the Club Now,Michael Giacchino,['Michael Giacchino'],0.471,0.0205,0.0,-29.948,1.0,0.0402,0.977,0.945,0.0832,0.258,95.794,43493.0,3.0	
536,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:7iocNjLrxPHLl8njgRlv5U,Married Life,Michael Giacchino,['Michael Giacchino'],0.278,0.0675,0.0,-20.946,1.0,0.04,0.97,0.732,0.0812,0.112,82.626,250573.0,3.0	
537,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:42ZSOGIZ8AuQBFgyyicone,Carl Goes Up,Michael Giacchino,['Michael Giacchino'],0.147,0.122,0.0,-17.845,1.0,0.0391,0.958,0.788,0.113,0.0754,87.929,213240.0,4.0	
538,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:3kOFJCIQCtk8ffGZEpEgzK,52 Chachki Pickup,Michael Giacchino,['Michael Giacchino'],0.251,0.561,7.0,-7.423,0.0,0.0368,0.771,0.503,0.0762,0.317,85.67,74493.0,4.0	
539,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6hMj9dshEOFa1pvGWlhv6J,Paradise Found,Michael Giacchino,['Michael Giacchino'],0.154,0.0994,9.0,-19.627,1.0,0.0433,0.914,0.702,0.309,0.0365,87.817,63547.0,1.0	
540,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:0nciIfVxltjykhG9LD6E9x,Walkin' the House,Michael Giacchino,['Michael Giacchino'],0.616,0.0351,2.0,-29.409,1.0,0.0367,0.859,0.102,0.116,0.545,80.098,63933.0,4.0	
541,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:7HAowsGkbWLcoZf23x3iiJ,Three Dog Dash,Michael Giacchino,['Michael Giacchino'],0.319,0.286,1.0,-13.57,1.0,0.0526,0.877,0.29,0.378,0.185,88.601,51107.0,4.0	
542,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6XJaN8uK1cKEvINm6aaS5r,Kevin Beak'n,Michael Giacchino,['Michael Giacchino'],0.603,0.0611,7.0,-30.602,1.0,0.0576,0.847,0.904,0.119,0.376,64.24,74040.0,4.0	
543,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:0uQ139ap3YVGiHVzMjRoNM,Canine Conundrum,Michael Giacchino,['Michael Giacchino'],0.28,0.3,5.0,-16.425,0.0,0.0609,0.841,0.763,0.0461,0.111,81.769,123667.0,3.0	
544,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:4trVv57BVPaVe9EjNOCUGL,The Nickel Tour,Michael Giacchino,['Michael Giacchino'],0.185,0.155,3.0,-18.667,1.0,0.0368,0.96,0.755,0.479,0.0654,139.158,52533.0,3.0	
545,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6kuINw8lm8PxREGURTuRif,The Explorer Motel,Michael Giacchino,['Michael Giacchino'],0.106,0.0402,1.0,-22.905,1.0,0.0406,0.931,0.977,0.0885,0.0335,91.017,86320.0,4.0	
546,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:1p45Cehg1B2gWau1Lbwmzr,Escape from Muntz Mountain,Michael Giacchino,['Michael Giacchino'],0.322,0.441,10.0,-10.276,0.0,0.0677,0.928,0.684,0.106,0.219,159.837,163427.0,5.0	
547,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6tFjPo3sv4uOKcueLIxrdm,Giving Muntz the Bird,Michael Giacchino,['Michael Giacchino'],0.216,0.281,7.0,-14.084,1.0,0.0632,0.803,0.778,0.192,0.135,69.22,117600.0,5.0	
548,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:19blFYzqmPj7FtW7W4DFEl,Stuff We Did,Michael Giacchino,['Michael Giacchino'],0.256,0.00484,7.0,-34.386,1.0,0.0427,0.924,0.0408,0.0634,0.0373,57.412,133067.0,4.0	
549,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:0rz74CYGC1BZkU3e1u3csl,Memories Can Weigh You Down,Michael Giacchino,['Michael Giacchino'],0.378,0.267,5.0,-10.416,1.0,0.0319,0.965,0.901,0.33,0.1,81.237,82320.0,4.0	
550,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:4FxuqpKgwYBAxu0HwtH4XI,The Small Mailman Returns,Michael Giacchino,['Michael Giacchino'],0.333,0.228,10.0,-9.936,0.0,0.0293,0.933,0.803,0.0683,0.091,85.02,191560.0,4.0	
551,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:322lpUcjRYmQOwAW9ztVnO,He's Got the Bird,Michael Giacchino,['Michael Giacchino'],0.582,0.302,3.0,-14.428,1.0,0.0799,0.791,0.766,0.109,0.631,155.772,29453.0,4.0	
552,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:5qrIM9vU2Bft3lFcWeQKUm,Seizing the Spirit of Adventure,Michael Giacchino,['Michael Giacchino'],0.309,0.402,1.0,-8.15,1.0,0.0335,0.887,0.743,0.0693,0.161,166.745,319533.0,4.0	
553,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:1ujQIjwvPyf8BxsGVd4Uos,It's Just a House,Michael Giacchino,['Michael Giacchino'],0.0935,0.0828,9.0,-15.737,1.0,0.0476,0.92,0.348,0.0938,0.0502,74.416,119467.0,3.0	
554,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:33riuTg9aVoiRhHTqm2Qq8,The Ellie Badge,Michael Giacchino,['Michael Giacchino'],0.549,0.0201,0.0,-27.317,1.0,0.0521,0.981,0.723,0.0755,0.193,80.17,90347.0,3.0	
555,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:5X0kkx0LFKtRyXYPSRjdc8,Up With End Credits,Michael Giacchino,['Michael Giacchino'],0.273,0.135,0.0,-16.449,1.0,0.0381,0.826,0.627,0.106,0.268,84.022,458933.0,4.0	
556,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6toTRDqjIEnvug5rF6cgd9,The Spirit of Adventure,Michael Giacchino,['Michael Giacchino'],0.796,0.36,3.0,-12.848,1.0,0.109,0.977,0.734,0.303,0.847,110.015,149973.0,4.0	
557,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:1dJ4xCkQTKAxpJWAGoUZL7,Carl's Maiden Voyage,Skywalker Sound,['Skywalker Sound'],0.417,0.272,10.0,-21.256,0.0,0.371,0.134,0.86,0.125,0.0543,63.367,51973.0,4.0	
558,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:5aoxZ43627uUo0bYpovN7Y,Muntz's Dark Reverie,Skywalker Sound,['Skywalker Sound'],0.0876,0.125,0.0,-36.819,0.0,0.0633,0.988,0.985,0.345,0.2,172.049,52080.0,5.0	
559,5yN2LiMaA7nEXT35GW4hNu,Up,spotify:track:6QogmoLKOjEF5oJu1BBkfA,Meet Kevin in the Jungle,Skywalker Sound,['Skywalker Sound'],0.524,0.174,10.0,-26.33,0.0,0.625,0.118,0.000965,0.191,0.0319,130.56,92373.0,4.0	
560,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:2CVMTJWBqbtaCWNWbcBZae,Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.509,0.853,1.0,-3.64,1.0,0.268,0.473,0.0,0.122,0.72,150.343,184773.0,4.0	
561,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:0OQyjeW3jHynzehiKw1wPo,Welcome To Burlesque - Burlesque Original Motion Picture Soundtrack,Cher,['Cher'],0.666,0.519,11.0,-7.88,1.0,0.0476,0.085,0.0,0.24,0.457,135.891,165973.0,4.0	
562,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:6avzWHBjDq4it2Lk9ZViPm,Tough Lover - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.541,0.7,1.0,-5.292,1.0,0.279,0.617,0.0,0.373,0.654,94.384,120453.0,4.0	
563,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:3OYOZLoYStvNnGpsiCxrBf,But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.625,0.66,4.0,-5.477,1.0,0.0416,0.129,6.34e-05,0.12,0.731,125.303,149693.0,4.0	
564,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:3vbN6WzvkDihHg2OGXyAI9,Guy What Takes His Time - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.584,0.578,10.0,-5.438,1.0,0.057,0.519,0.0,0.137,0.75,93.499,163133.0,4.0	
565,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:2oJEBne401XJAPfBXyDBwS,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.727,0.573,6.0,-7.029,1.0,0.0333,0.000287,0.00188,0.307,0.162,106.979,260040.0,4.0	
566,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:5PjC8plTyOm10VPjZ2qMyQ,You Haven't Seen the Last of Me - Burlesque Original Motion Picture Soundtrack,Cher,['Cher'],0.503,0.592,8.0,-4.849,1.0,0.032,0.609,0.0,0.136,0.201,124.683,210547.0,4.0	
567,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:1wfsEe3xb2kvWv8dXD5k5m,Bound To You - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.286,0.411,4.0,-4.94,0.0,0.0315,0.834,0.0,0.132,0.0703,164.1,263827.0,3.0	
568,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:3my8nYpb74vfIPyRPo0zVq,Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.753,0.708,7.0,-5.389,1.0,0.265,0.0081,0.0,0.188,0.323,105.521,179373.0,4.0	
569,65jNkB2GjWLUZ223XmuKLT,Burlesque,spotify:track:2q0N5qUBj88QkR7RtegigJ,The Beautiful People - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,['Christina Aguilera'],0.706,0.819,1.0,-3.908,1.0,0.15,0.00355,5.83e-05,0.0292,0.642,140.14,212293.0,4.0	
570,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:6W7ztLBiRzBN46ZaPAcQ0F,"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,"['Bill Medley', 'Jennifer Warnes']",0.697,0.669,6.0,-12.723,0.0,0.0406,0.0404,0.00897,0.0654,0.486,108.506,290333.0,4.0	
571,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:64tCsJOa1BkDS09PuqTEy6,Be My Baby,The Ronettes,['The Ronettes'],0.51,0.619,4.0,-12.806,1.0,0.037,0.17,1.06e-06,0.0664,0.823,129.482,159760.0,4.0	
572,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:7BdXRaSlGAzhySfuW3y8h5,"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack",Patrick Swayze,"['Patrick Swayze', 'Wendy Fraser']",0.586,0.331,4.0,-14.677,0.0,0.0295,0.256,1.67e-05,0.18,0.223,124.915,232907.0,4.0	
573,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:7eafuv44YprITfOdzfVLoU,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,['Eric Carmen'],0.701,0.479,5.0,-13.061,1.0,0.026,0.0194,0.0,0.103,0.682,110.514,248427.0,4.0	
574,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:5R2DZitRTDYtrkCoJiddct,Stay,Maurice Williams & The Zodiacs,['Maurice Williams & The Zodiacs'],0.555,0.404,7.0,-14.187,0.0,0.0621,0.842,0.0,0.218,0.736,120.509,94907.0,4.0	
575,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:7k4uHnOdJViC6EBvcvzJZJ,"Yes - From ""Dirty Dancing"" Soundtrack",Merry Clayton,['Merry Clayton'],0.541,0.772,0.0,-11.552,0.0,0.0341,0.051,2.92e-05,0.146,0.97,178.082,198333.0,4.0	
576,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:6dJCQC6ZRwsIrbvrsuszBP,You Don't Own Me,The Blow Monkeys,['The Blow Monkeys'],0.232,0.48,10.0,-13.49,1.0,0.0353,0.228,1.19e-06,0.0423,0.405,187.862,181067.0,3.0	
577,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:0R2wFVBSGE7elPxW582IWy,Hey Baby,Bruce Channel,['Bruce Channel'],0.639,0.424,9.0,-14.325,1.0,0.0442,0.367,0.0,0.322,0.673,129.772,143427.0,4.0	
578,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:4mYVqoiUGkcfZbaNkdnxYo,"Overload - From ""Dirty Dancing"" Soundtrack",Zappacosta,['Zappacosta'],0.722,0.646,9.0,-12.025,0.0,0.0379,0.159,1.87e-06,0.302,0.939,107.82,222173.0,4.0	
579,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:66Yxbr2UODJjVBKdZtbnOL,Love Is Strange,Mickey & Sylvia,['Mickey & Sylvia'],0.57,0.301,0.0,-16.159,1.0,0.0341,0.679,8.23e-05,0.0473,0.808,121.694,173333.0,4.0	
580,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:1OyTdeycB97fZ9emAYqm4C,"Where Are You Tonight - From ""Dirty Dancing"" Soundtrack",Tom Johnston,['Tom Johnston'],0.806,0.507,11.0,-12.631,0.0,0.0323,0.0139,0.0144,0.0651,0.676,114.058,241933.0,4.0	
581,0mtLFaQ3hL371jsNraRo9g,Dirty Dancing,spotify:track:1jwFU6N6giBRr2NON3fGiM,(I'll Remember) In The Still Of The Night,The Five Satins,['The Five Satins'],0.503,0.211,5.0,-18.197,1.0,0.0324,0.878,0.0,0.0829,0.296,71.283,185600.0,4.0	
582,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:6gdj5rdM4t0z1wrYO48J2x,Destiny,Marc Streitenfeld,['Marc Streitenfeld'],0.193,0.181,9.0,-16.738,0.0,0.0463,0.612,0.949,0.036,0.102,144.153,216733.0,4.0	
583,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:68o1KVNiTJq8e6MjpIaDkM,Creatures,Marc Streitenfeld,['Marc Streitenfeld'],0.345,0.368,9.0,-16.285,0.0,0.0324,0.514,0.564,0.249,0.0586,109.802,129147.0,4.0	
584,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:1kLma9S0L4y3u5E28ss9Ut,Fate Has Smiled Upon Us,Marc Streitenfeld,['Marc Streitenfeld'],0.277,0.394,4.0,-13.977,0.0,0.047,0.952,0.892,0.216,0.0397,91.318,122347.0,3.0	
585,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:6hcQ7SfCd8sLoUr3VfjDQx,Godfrey,Marc Streitenfeld,['Marc Streitenfeld'],0.686,0.248,6.0,-17.206,0.0,0.0994,0.868,0.895,0.117,0.04,157.09,212520.0,4.0	
586,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:43SjsJ23pr4UDoFpdbLqLP,Ambush,Marc Streitenfeld,['Marc Streitenfeld'],0.296,0.549,4.0,-12.821,0.0,0.0668,0.52,0.927,0.425,0.0598,147.451,75333.0,4.0	
587,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:2uh0mWKx345V8Mvylywle3,Pact Sworn in Blood,Marc Streitenfeld,['Marc Streitenfeld'],0.143,0.125,4.0,-18.509,0.0,0.0449,0.986,0.959,0.104,0.0324,100.354,172640.0,3.0	
588,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:5plmIyPZMZWUlwbmgyty7J,Returning the Crown,Marc Streitenfeld,['Marc Streitenfeld'],0.489,0.527,7.0,-13.577,1.0,0.045,0.835,0.864,0.0928,0.169,74.041,73733.0,1.0	
589,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:2d4jI40t4l6Dz63H1e58Vg,Planting the Fields,Marc Streitenfeld,['Marc Streitenfeld'],0.359,0.337,4.0,-12.156,0.0,0.0365,0.825,0.917,0.121,0.705,180.706,77947.0,3.0	
590,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:51zjgYMqhtxjYckGppYoce,Sherwood Forest,Marc Streitenfeld,['Marc Streitenfeld'],0.274,0.127,9.0,-21.024,0.0,0.033,0.924,0.949,0.123,0.0739,91.336,139547.0,4.0	
591,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:073bwwuxomtyslizSyw1Wv,John Is King,Marc Streitenfeld,['Marc Streitenfeld'],0.186,0.0661,11.0,-19.281,0.0,0.0371,0.88,0.963,0.104,0.118,162.153,241747.0,4.0	
592,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:0qwodlILfsM9NDnwcxfBAn,Robin Speaks,Marc Streitenfeld,['Marc Streitenfeld'],0.0723,0.107,2.0,-19.819,1.0,0.0503,0.939,0.938,0.108,0.0283,79.497,153013.0,4.0	
593,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:3HGnaB9rd3bzTwzIEDsUmq,Killing Walter,Marc Streitenfeld,['Marc Streitenfeld'],0.118,0.462,6.0,-14.556,0.0,0.0886,0.297,0.469,0.0773,0.0545,176.731,121573.0,4.0	
594,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:3x6SeM677f7vRNQR27ft6H,Nottingham Burns,Marc Streitenfeld,['Marc Streitenfeld'],0.321,0.189,5.0,-16.879,0.0,0.0381,0.914,0.00291,0.355,0.0421,95.309,132053.0,4.0	
595,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:6zws1LFMAiluX5D5n9PB8h,Siege,Marc Streitenfeld,['Marc Streitenfeld'],0.523,0.643,1.0,-13.268,0.0,0.0806,0.0255,0.844,0.121,0.162,157.807,130733.0,5.0	
596,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:1XIjpg4lO1WgOQOMF6YEJR,Landing of the French,Marc Streitenfeld,['Marc Streitenfeld'],0.0975,0.525,9.0,-14.925,0.0,0.0568,0.747,0.872,0.116,0.11,185.386,168733.0,3.0	
597,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:2f3qk1GihF6aAAnZ28JYck,Walter's Burial,Marc Streitenfeld,['Marc Streitenfeld'],0.073,0.0614,7.0,-21.712,0.0,0.042,0.947,0.936,0.113,0.0337,78.034,184827.0,4.0	
598,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:6RX3eBmPUDwdOJm3PseDVi,Preparing for Battle,Marc Streitenfeld,['Marc Streitenfeld'],0.379,0.561,9.0,-12.365,0.0,0.0456,0.324,0.896,0.109,0.573,75.921,160187.0,4.0	
599,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:3gDMowCL0zgKSKLXQcaCTN,Charge,Marc Streitenfeld,['Marc Streitenfeld'],0.184,0.525,4.0,-18.369,0.0,0.0505,0.864,0.777,0.628,0.1,98.511,78893.0,3.0	
600,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:4Ygdf5YGqFgfcLMx0ZpxDq,Clash,Marc Streitenfeld,['Marc Streitenfeld'],0.195,0.625,1.0,-12.33,1.0,0.0692,0.703,0.945,0.334,0.103,82.074,161013.0,4.0	
601,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:3lyZnFa2rZxviuOLD5CKmX,The Final Arrow,Marc Streitenfeld,['Marc Streitenfeld'],0.177,0.12,5.0,-17.153,0.0,0.0353,0.927,0.813,0.103,0.0586,66.195,149973.0,4.0	
602,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:2qomKwhtqtbQWk7dwAmFXg,The Legend Begins,Marc Streitenfeld,['Marc Streitenfeld'],0.235,0.231,5.0,-17.956,1.0,0.0394,0.973,0.973,0.235,0.0325,66.687,87680.0,3.0	
603,1QN1oNiNm33SVenYlW7ADL,Robin Hood,spotify:track:1eac7EkepxIs5FgQvgCfd9,Merry Men,Marc Streitenfeld,['Marc Streitenfeld'],0.245,0.529,4.0,-10.767,0.0,0.132,0.73,0.77,0.189,0.233,178.289,108187.0,3.0	
604,3X6netsswLt0U97Doga56C,Zootopia,spotify:track:1N3dZ7TTWO6VcD4Y3hHYLZ,Try Everything,Shakira,['Shakira'],0.705,0.609,1.0,-4.897,1.0,0.0307,0.0257,0.0,0.0846,0.476,115.474,196853.0,4.0	
605,3X6netsswLt0U97Doga56C,Zootopia,spotify:track:0e554AYzxSBN8hjEsX0kSZ,Stage Fright,Michael Giacchino,['Michael Giacchino'],0.181,0.122,10.0,-17.288,1.0,0.0372,0.669,0.000158,0.115,0.0413,85.191,39453.0,1.0	
606,3X6netsswLt0U97Doga56C,Zootopia,spotify:track:4PPg4buIefraKIE39lUu3i,Grey's uh-Mad at Me,Michael Giacchino,['Michael Giacchino'],0.334,0.34,0.0,-13.596,1.0,0.0895,0.25,0.58,0.0903,0.0398,120.71,103987.0,4.0	
