,imdb_id,title,rating,ratingcount,certificate,genres,gross_ww,gross_domestic,budget,Aged_30_44_rat,Aged_30_44_totrat,US_users_rat,US_users_totrat,Females_rat,Females_totrat,Aged_45plus_rat,Aged_45plus_totrat,Aged_18_29_rat,Aged_18_29_totrat,Males_rat,Males_totrat,Aged_under_18_rat,Aged_under_18_totrat,Non_US_users_rat,Non_US_users_totrat
37,tt2262227,The Book of Life,7.2,73146,PG,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",99783556,50151543,50000000,7.2,31213,7.2,19024,7.4,16943,7.1,8477,7.4,10220,7.1,36608,7.8,67,7.2,48050
38,tt2582802,Whiplash,8.5,874358,R,"['Drama', 'Music']",49396747,13092000,3300000,8.4,299908,8.7,169486,8.3,102575,8.1,65713,8.8,143958,8.5,449410,9.1,518,8.4,634159
39,tt1204342,The Muppets,7.1,93727,PG,"['Adventure', 'Comedy', 'Family', 'Musical']",165184237,88631237,45000000,7.1,48149,7.4,34217,7.1,16726,7.0,16029,7.2,9839,7.1,59971,7.5,43,6.9,52008
40,tt2180411,Into the Woods,5.9,143098,PG,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",212902372,128002372,50000000,5.8,58117,6.3,41395,6.1,43932,5.8,18165,6.2,22537,5.8,62068,6.1,58,5.8,88429
41,tt0417741,Harry Potter and the Half-Blood Prince,7.6,552602,PG,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']",934504700,302334374,250000000,7.4,227204,7.7,123644,8.0,97897,7.3,43618,7.8,95251,7.4,286947,7.8,413,7.5,386249
42,tt0087182,Dune,6.3,163784,PG-13,"['Action', 'Adventure', 'Sci-Fi']",30979816,30925690,40000000,6.2,63205,6.3,46174,6.3,13314,6.6,44042,5.6,7191,6.3,105278,5.9,41,6.2,100011
43,tt1170358,The Hobbit: The Desolation of Smaug,7.8,670167,PG-13,['Fantasy'],959027992,258387334,225000000.0,7.8,282858,7.8,123817,8.0,86008,7.6,63746,8.0,103378,7.7,399744,8.0,226,7.8,468492
44,tt2245084,Big Hero 6,7.8,467368,PG,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",657869686,222527828,165000000,7.7,177152,7.9,107343,8.1,75295,7.6,37431,8.0,77377,7.7,241784,7.7,415,7.7,318856
45,tt2096673,Inside Out,8.2,721222,PG,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",858848019,356921711,175000000,8.2,251554,8.2,154940,8.2,113003,7.9,52763,8.3,116359,8.1,345297,7.9,653,8.1,505651
46,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,5.5,251979,PG-13,"['Adventure', 'Drama', 'Fantasy', 'Romance']",848853382,292324737,120000000,5.3,105892,5.8,52366,6.3,82363,5.6,22607,5.6,45898,5.1,104445,5.7,80,5.4,156425
47,tt3416532,A Monster Calls,7.4,89733,PG-13,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",47309313,28167834,43000000.0,7.4,36475,7.5,15439,7.6,12365,7.3,12817,7.7,11593,7.4,52896,7.6,34,7.4,71651
48,tt2140373,Saving Mr. Banks,7.5,164166,PG-13,"['Biography', 'Comedy', 'Drama']",117867984,83301580,35000000,7.4,74402,7.6,44727,7.7,36878,7.5,26995,7.6,18992,7.4,90777,7.9,26,7.4,107710
49,tt1951264,The Hunger Games: Catching Fire,7.5,671242,PG-13,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",865011746,424668047,130000000,7.4,273189,7.7,145985,8.0,130783,7.2,61894,7.8,112834,7.3,354797,7.7,251,7.4,438708
50,tt0070155,The Harder They Come,6.9,6576,R,"['Crime', 'Drama', 'Music']",13711,13711,,6.9,2726,7.0,2444,7.0,488,6.8,1997,6.9,319,6.8,4651,,,6.8,3486
51,tt0457939,The Holiday,6.9,297723,PG-13,"['Comedy', 'Romance']",205850169,63224849,85000000,6.9,139719,7.0,63854,7.3,100774,6.9,36609,7.0,32734,6.7,116465,6.7,61,6.9,209298
52,tt0055614,West Side Story,7.6,115680,Approved,"['Crime', 'Drama', 'Musical', 'Romance']",44132334,44055492,6000000,7.4,42137,7.8,47278,7.6,24616,7.8,26824,7.5,10628,7.5,57821,7.4,58,7.4,55603
53,tt0963194,Repo! The Genetic Opera,6.4,25456,R,"['Horror', 'Musical', 'Sci-Fi']",188126,146750,8500000.0,6.5,15235,6.4,11427,7.3,6797,5.9,3514,6.7,2018,6.1,14360,8.5,4,6.3,11387
54,tt0903624,The Hobbit: An Unexpected Journey,7.8,834679,PG-13,['Fantasy'],1017030651,303030651,180000000.0,7.8,370089,7.7,155375,8.1,116651,7.6,83286,7.9,122272,7.8,502151,7.9,247,7.8,567532
55,tt1483013,Oblivion,7.0,531396,PG-13,"['Action', 'Adventure', 'Sci-Fi']",286168572,89107235,120000000,7.0,243887,7.0,103803,6.8,49467,7.0,76804,7.0,58002,7.0,357159,7.0,75,7.0,376949
56,tt0087332,Ghostbusters,7.8,420430,PG,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",296578797,243578797,30000000,7.8,181581,8.1,132419,7.6,48141,7.8,71268,7.5,34385,7.8,252569,7.9,189,7.6,246111
57,tt0446029,Scott Pilgrim vs. the World,7.5,432395,PG-13,"['Action', 'Comedy', 'Fantasy', 'Romance']",49421974,33281690,60000000,7.5,204682,7.8,117858,7.4,56837,7.2,38405,7.7,61967,7.5,261981,7.7,186,7.4,281406
58,tt0112573,Braveheart,8.4,1043579,R,"['Biography', 'Drama', 'History', 'War']",213216216,75609945,72000000,8.4,473918,8.5,241236,8.1,111358,8.2,150002,8.3,87169,8.4,639577,8.0,188,8.3,649248
59,tt0319343,Elf,7.1,284459,PG,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",227356156,178053220,33000000,6.9,109124,7.5,129306,7.2,49386,7.1,38777,7.0,32058,6.9,140535,7.2,220,6.7,133304
60,tt0198781,"Monsters, Inc.",8.1,916257,G,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",579707738,290642256,115000000,8.0,359003,8.2,218686,8.3,146959,8.0,90621,8.3,137299,8.0,477757,8.2,582,8.0,581360
61,tt0314331,Love Actually,7.6,499972,R,"['Comedy', 'Drama', 'Romance']",247933248,63499523,40000000,7.6,226939,7.7,108935,7.9,135379,7.7,70434,7.4,50747,7.5,226695,7.0,122,7.5,344101
62,tt1355630,If I Stay,6.7,124645,PG-13,"['Drama', 'Fantasy', 'Music', 'Romance', 'Sci-Fi']",78274843,50474843,11000000,6.6,43341,6.7,23440,7.0,43212,6.5,9372,6.9,28624,6.5,44305,6.6,25,6.7,86332
63,tt0427327,Hairspray,6.7,132689,PG,"['Comedy', 'Drama', 'Musical', 'Romance']",203627753,118946291,75000000.0,6.7,61556,7.0,43518,6.9,47978,6.8,18096,6.7,18021,6.6,52856,5.8,38,6.6,75829
64,tt0398286,Tangled,7.7,459928,PG,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",592462816,200821936,260000000,7.7,192657,7.8,108992,8.1,116965,7.6,37050,7.8,76415,7.6,207006,7.7,390,7.7,304494
65,tt0109506,The Crow,7.5,187502,R,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']",50694671,50693129,23000000.0,7.5,93580,7.7,52458,7.8,22999,7.4,33209,7.5,11427,7.5,119592,7.1,26,7.4,112908
66,tt1071358,Another Cinderella Story,5.7,29663,PG,"['Comedy', 'Family', 'Music', 'Romance']",,,5000000.0,5.4,9840,5.9,7516,5.9,15127,5.3,1328,5.9,8337,5.2,5465,6.8,8,5.6,18014
67,tt0167261,The Lord of the Rings: The Two Towers,8.8,1677068,PG-13,"['Action', 'Adventure', 'Drama', 'Fantasy']",947944270,342952511,94000000,8.7,690210,8.8,361792,8.7,204939,8.6,186238,8.9,198493,8.8,938792,8.8,597,8.8,1075513
68,tt0298148,Shrek 2,7.3,471135,PG,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",928760770,441226247,150000000,7.2,200613,7.3,110210,7.4,75848,7.2,48907,7.5,68380,7.2,256536,7.9,299,7.3,313968
69,tt0079588,The Muppet Movie,7.6,36969,G,"['Adventure', 'Comedy', 'Family', 'Musical']",65810475,65810475,19000000,7.5,13501,7.9,19504,7.8,4966,7.5,10299,7.7,2191,7.5,21840,7.9,29,7.2,12449
70,tt0080455,The Blues Brothers,7.9,203187,13+,"['Action', 'Adventure', 'Comedy', 'Crime', 'Music', 'Musical']",115229890,57229890,27500000.0,7.8,79593,8.0,60358,7.8,18952,8.0,48325,7.8,14949,7.9,129172,7.6,43,7.8,116763
71,tt2674426,Me Before You,7.4,259327,PG-13,"['Drama', 'Romance']",208314186,56245075,20000000,7.2,80426,7.4,43314,7.6,71638,7.3,18027,7.5,45684,7.2,85884,7.4,157,7.3,200984
72,tt2911666,John Wick,7.4,642435,R,"['Action', 'Crime', 'Thriller']",86081711,43037835,20000000,7.2,238840,7.7,144932,7.3,53025,7.1,66686,7.6,86135,7.3,372669,7.8,387,7.3,463174
73,tt1099212,Twilight,5.3,466683,PG-13,"['Drama', 'Fantasy', 'Romance']",408430415,193962473,37000000,5.1,234789,5.2,113520,6.0,143541,5.5,43671,5.2,67334,5.0,214226,5.5,167,5.3,302150
74,tt0306841,The Lizzie McGuire Movie,5.5,40324,PG,"['Adventure', 'Comedy', 'Family', 'Music', 'Romance']",55534455,42734455,17000000,5.2,17979,5.7,13353,5.9,16717,5.0,3275,5.9,7919,5.0,13353,8.5,4,5.4,22469
75,tt0396555,Meet the Robinsons,6.8,102858,G,"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Sci-Fi']",169333034,97822171,150000000.0,6.8,40679,7.0,35113,7.3,19714,6.7,11064,6.8,17948,6.7,53162,7.2,151,6.7,58800
76,tt0770828,Man of Steel,7.1,776953,PG-13,"['Action', 'Adventure', 'Sci-Fi']",668045518,291045518,225000000,7.0,324502,7.2,181309,7.0,74646,7.0,81611,7.1,105420,7.1,484937,6.9,324,7.0,496218
77,tt0468569,The Dark Knight,9.0,2670038,PG-13,"['Action', 'Crime', 'Drama', 'Thriller']",1006234167,534987076,185000000,9.0,1088251,9.1,628158,8.7,268313,8.4,217403,9.3,338739,9.0,1496167,9.2,1425,9.0,1669645
78,tt0848228,The Avengers,8.0,1398335,PG-13,"['Action', 'Sci-Fi']",1520538536,623357910,220000000,8.0,571835,8.3,316229,8.2,177230,7.9,126176,8.1,212268,8.0,805950,8.1,715,7.9,869961
79,tt0080716,Fame,6.6,23415,R,"['Drama', 'Music', 'Musical']",21202829,21202829,,6.5,7289,6.8,7233,6.8,5737,6.7,9036,6.6,1052,6.5,12043,8.0,3,6.5,13430
80,tt4550098,Nocturnal Animals,7.5,284189,R,"['Drama', 'Thriller']",30311857,10663357,22500000.0,7.4,111550,7.4,57161,7.4,42196,7.2,30028,7.8,41994,7.5,154563,7.7,66,7.5,219103
81,tt2091256,Captain Underpants: The First Epic Movie,6.2,29459,PG,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",125427681,73921000,38000000,6.1,10214,6.4,9999,6.1,2822,6.1,3581,6.4,4143,6.2,16753,6.6,99,6.1,18689
82,tt2488496,Star Wars: The Force Awakens,7.8,936563,PG-13,"['Action', 'Adventure', 'Sci-Fi']",2071310218,936662225,245000000,7.8,333010,8.0,229979,8.1,86754,7.8,105528,7.9,125275,7.8,531275,7.1,463,7.7,606322
83,tt4559006,Ae Dil Hai Mushkil,5.8,23954,Not Rated,"['Drama', 'Music', 'Musical', 'Romance']",31668920,22527361,,5.5,7115,5.7,3882,6.1,2035,5.7,573,6.2,4466,5.7,11751,6.6,14,5.8,17139
84,tt0093058,Full Metal Jacket,8.3,748165,R,"['Drama', 'War']",46358827,46357676,30000000,8.3,319648,8.3,188730,8.1,52694,8.3,109589,8.3,74669,8.3,476826,8.4,211,8.2,468842
85,tt0441773,Kung Fu Panda,7.6,477627,PG,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",632083197,215771591,130000000,7.6,210630,7.6,103138,7.5,65993,7.4,41244,7.6,70548,7.6,272806,8.0,372,7.6,333357
86,tt1345836,The Dark Knight Rises,8.4,1715283,PG-13,"['Action', 'Drama']",1081169825,448149584,250000000,8.4,698613,8.4,363188,8.4,170384,7.9,136812,8.6,247096,8.4,1003254,8.3,715,8.4,1088666
87,tt0347304,Kal Ho Naa Ho,7.9,70783,Not Rated,"['Comedy', 'Drama', 'Musical', 'Romance']",13200241,7130617,,7.7,28827,7.9,8702,7.9,6560,6.9,5295,8.3,11876,7.8,42956,8.3,17,7.9,50459
88,tt0383574,Pirates of the Caribbean: Dead Man's Chest,7.3,726042,PG-13,"['Action', 'Adventure', 'Fantasy']",1066179747,423315812,225000000,7.3,335571,7.2,163897,7.6,112226,7.0,70369,7.6,101428,7.3,419990,7.8,301,7.4,483970
89,tt0167260,The Lord of the Rings: The Return of the King,9.0,1857243,PG-13,"['Action', 'Adventure', 'Drama', 'Fantasy']",1146457748,378251207,94000000,8.9,769487,9.0,400677,8.9,221675,8.7,200239,9.2,219497,9.0,1044930,9.2,665,9.0,1185670
90,tt0248126,Kabhi Khushi Kabhie Gham,7.4,51179,Not Rated,"['Drama', 'Musical', 'Romance']",11334547,3221591,7500000,7.1,21190,7.4,7145,7.8,6416,7.0,2841,7.8,8548,7.2,28685,8.0,21,7.4,36544
91,tt0093378,La Bamba,6.9,34451,PG-13,"['Biography', 'Drama', 'Music']",54215416,54215416,6500000.0,6.9,12773,7.1,15266,7.1,5861,6.8,11206,7.1,1320,6.9,20333,7.4,7,6.7,15782
92,tt2172071,Student of the Year,5.2,18676,Not Rated,"['Comedy', 'Drama', 'Music', 'Romance', 'Sport']",10113993,8776712,,5.0,6117,5.3,2478,5.6,1724,5.0,438,5.6,4012,5.2,9801,4.3,13,5.2,13221
93,tt1252596,Ajab Prem Ki Ghazab Kahani,6.4,15250,Not Rated,"['Action', 'Comedy', 'Romance']",12425098,11685515,50000000,6.1,5987,6.4,2081,6.1,1091,5.9,377,6.7,2997,6.3,9021,7.7,7,6.4,11380
94,tt0317705,The Incredibles,8.0,745552,PG,"['Animation', 'Action', 'Adventure', 'Family']",631607053,261441092,92000000,7.9,307524,8.4,200124,7.9,106131,8.1,82154,8.2,105940,8.0,415009,8.2,511,7.9,472116
95,tt0032138,The Wizard of Oz,8.1,404397,PG,"['Adventure', 'Family', 'Fantasy', 'Musical']",25637669,24668669,2777000,8.0,165358,8.4,158203,8.2,77340,8.4,74481,7.9,40425,8.0,215300,8.0,159,7.8,188419
96,tt0093437,The Lost Boys,7.2,147329,R,"['Comedy', 'Horror']",32504921,32315444,8500000.0,7.1,60257,7.5,58278,7.6,24767,7.3,35671,7.2,8023,7.1,83364,7.6,31,7.1,74066
97,tt1336608,Rock of Ages,5.9,79393,PG-13,"['Comedy', 'Drama', 'Musical', 'Romance']",59418613,38518613,75000000,5.8,36520,5.8,22440,6.2,20494,5.9,15925,6.1,8935,5.8,44225,5.6,6,5.9,49032
98,tt0454876,Life of Pi,7.9,636765,PG,"['Adventure', 'Drama', 'Fantasy']",609016565,124987023,120000000,7.9,282917,7.9,113858,8.0,98548,7.8,65598,8.0,90451,7.9,370533,8.0,207,7.9,455420
99,tt3544112,Sing Street,7.9,95961,PG-13,"['Comedy', 'Drama', 'Music', 'Romance']",13624522,3585341,7000000,7.8,35377,8.1,21302,7.9,14017,7.7,11268,8.1,16422,7.9,53470,8.0,31,7.8,71086
100,tt1470827,Monsters,6.4,93783,R,"['Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",5060438,1442663,500000,6.4,51761,6.4,21365,6.1,8187,6.3,21239,6.5,5460,6.4,71865,6.4,6,6.3,66239
101,tt2293640,Minions,6.4,242718,PG,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']",1159444662,336045770,74000000,6.3,92416,6.2,49886,6.6,38447,6.4,23239,6.4,36437,6.3,125822,6.2,308,6.4,175057
102,tt2935476,Far from the Madding Crowd,7.1,50507,PG-13,"['Drama', 'Romance']",30229977,12236500,12000000.0,7.0,21371,7.3,10142,7.3,19758,7.1,9146,7.2,5874,6.9,18362,7.9,5,7.0,37785
103,tt3606752,Cars 3,6.7,104115,G,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']",383930656,152901115,175000000.0,6.6,27339,6.7,27341,6.9,7998,6.6,8284,6.8,18186,6.7,51585,6.8,260,6.7,74293
104,tt4425200,John Wick: Chapter 2,7.4,439762,R,"['Action', 'Crime', 'Thriller']",171547802,92029184,40000000.0,7.3,153493,7.7,101273,7.3,29949,7.1,42613,7.7,61844,7.4,253324,7.6,292,7.3,324767
105,tt2084970,The Imitation Game,8.0,776960,PG-13,"['Biography', 'Drama', 'Thriller', 'War']",233555708,91125683,14000000.0,7.9,298630,8.0,134591,8.3,117955,7.9,72116,8.2,126564,7.9,417718,8.0,231,8.0,572659
106,tt1663202,The Revenant,8.0,812921,R,"['Action', 'Adventure', 'Drama', 'Western']",532950503,183637894,135000000,7.9,295719,8.1,158584,7.8,83667,7.8,74802,8.2,117895,8.0,447451,8.3,289,7.9,596912
107,tt0372784,Batman Begins,8.2,1480418,PG-13,"['Action', 'Crime', 'Drama']",373672993,206863479,150000000,8.3,630825,8.3,349431,8.1,140275,8.1,139506,8.3,184801,8.3,876903,8.1,680,8.2,946651
108,tt3741834,Lion,8.0,239350,PG-13,"['Biography', 'Drama']",140853810,51738905,12000000,8.0,93824,8.1,45121,8.3,44405,8.0,27326,8.1,33700,7.9,123017,7.7,57,8.0,186016
109,tt1972591,King Arthur: Legend of the Sword,6.7,220303,PG-13,"['Action', 'Adventure', 'Drama', 'Fantasy']",148675066,39175066,175000000,6.6,87932,6.7,43211,7.1,29190,6.4,25458,6.8,27155,6.6,124965,6.4,48,6.7,169193
110,tt3787590,We Are Your Friends,6.1,39310,R,"['Drama', 'Music', 'Romance']",11122090,3591417,2000000.0,6.1,15109,6.0,7747,6.1,7471,5.8,3046,6.3,8099,6.1,20678,4.0,6,6.2,29044
111,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,6.5,317176,PG-13,"['Action', 'Adventure', 'Fantasy']",795922298,172558876,230000000,6.5,103150,6.5,63254,6.9,37007,6.5,25155,6.6,54235,6.4,164301,6.5,250,6.5,242063
112,tt0124718,He Got Game,6.9,49009,R,"['Drama', 'Sport']",21567853,21567853,25000000.0,7.0,26414,7.0,19082,6.7,2525,6.6,7991,7.0,2531,6.9,35562,8.0,3,6.8,24872
113,tt1872181,The Amazing Spider-Man 2,6.6,503954,PG-13,"['Action', 'Adventure', 'Sci-Fi']",708982323,202853933,200000000.0,6.6,186709,6.5,111069,7.0,49549,6.4,41019,6.7,85226,6.5,292269,6.5,471,6.6,339438
114,tt0080948,The Jazz Singer,5.8,4570,PG,"['Drama', 'Music', 'Romance']",27118000,27118000,,5.1,737,5.9,2341,6.5,680,6.0,2511,5.5,89,5.7,2732,,,5.8,1673
115,tt3748528,Rogue One: A Star Wars Story,7.8,646006,PG-13,"['Action', 'Adventure', 'Sci-Fi']",1058682142,533539991,200000000,7.7,221474,7.9,173762,7.7,53040,7.8,76301,7.8,80764,7.8,363210,7.7,383,7.7,443219
116,tt2281587,Muppets Most Wanted,6.4,35330,PG,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']",80383113,51183113,50000000,6.4,14917,6.6,13013,6.6,5561,6.5,6409,6.5,3820,6.4,21142,6.6,28,6.3,19978
117,tt2709768,The Secret Life of Pets,6.5,205412,PG,"['Animation', 'Adventure', 'Comedy', 'Family']",894328469,368384330,75000000,6.5,79770,6.5,50464,6.8,40528,6.6,20415,6.6,28065,6.5,98879,6.4,215,6.5,144634
118,tt3183660,Fantastic Beasts and Where to Find Them,7.2,481115,PG-13,"['Adventure', 'Family', 'Fantasy']",814044001,234037575,180000000,7.2,166888,7.3,100818,7.7,79870,7.1,40207,7.3,80167,7.1,233076,7.2,306,7.2,359264
119,tt4116284,The Lego Batman Movie,7.3,155241,PG,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",312136671,175936671,80000000,7.2,55957,7.4,46682,7.4,13777,7.1,13198,7.5,23368,7.2,87152,7.6,219,7.2,103973
120,tt2277860,Finding Dory,7.3,280928,PG,"['Animation', 'Adventure', 'Comedy', 'Family']",1029266989,486295561,200000000.0,7.2,98029,7.4,75730,7.6,46807,7.1,22239,7.4,47375,7.2,135352,7.1,291,7.2,191587
121,tt0449999,Kabhi Alvida Naa Kehna,6.0,20495,Not Rated,"['Drama', 'Romance']",25229168,17500000,700000000.0,5.8,10010,6.0,2969,6.6,3120,6.3,1540,6.5,2935,5.9,12086,6.6,8,6.0,14803
122,tt2719848,Everest,7.1,221102,PG-13,"['Action', 'Adventure', 'Biography', 'Drama', 'Thriller']",203427584,43482270,55000000,7.0,97815,7.0,35218,7.2,28079,7.0,27089,7.2,27940,7.0,134945,7.3,41,7.1,173806
123,tt1555064,Country Strong,6.3,18472,PG-13,"['Drama', 'Music']",20529194,20218921,15000000,6.3,9107,6.3,7436,6.7,7476,6.2,4423,6.6,1569,6.1,8071,7.0,2,6.3,9477
124,tt0316396,Peter Pan,6.8,74611,PG,"['Adventure', 'Family', 'Fantasy', 'Romance']",121975011,48462608,100000000,6.7,32114,7.0,20208,7.3,24748,6.9,8910,6.9,12595,6.5,30629,6.6,24,6.7,45754
125,tt1185420,Dostana,6.5,15428,Not Rated,"['Comedy', 'Drama', 'Romance']",17779520,14578677,5000000.0,6.4,8146,6.5,2241,6.8,1989,6.1,817,6.6,2387,6.4,9923,7.3,3,6.4,11620
126,tt0780504,Drive,7.8,649904,R,"['Action', 'Drama']",78714970,35061555,15000000,7.8,317674,7.9,135771,7.5,76251,7.5,69162,8.0,79095,7.8,411086,8.0,267,7.8,462187
127,tt4535650,Dilwale,5.0,35871,Not Rated,"['Action', 'Comedy', 'Drama', 'Romance']",31994323,13840242,1250000000.0,4.6,9865,5.0,4589,6.0,2594,5.2,1382,5.4,7028,4.8,17581,5.5,16,4.9,22428
128,tt0084021,Grease 2,4.5,36630,PG,"['Comedy', 'Music', 'Musical', 'Romance']",15171476,15171476,13200000.0,4.5,14228,4.7,14701,5.1,11779,4.3,9707,4.4,2351,4.1,15331,5.4,6,4.3,16841
129,tt0096895,Batman,7.5,381687,PG-13,"['Action', 'Adventure']",411569241,251409241,35000000,7.6,178502,7.7,113437,7.4,34977,7.4,59417,7.4,29566,7.5,242845,7.5,147,7.4,223581
130,tt1587310,Maleficent,6.9,380750,PG,"['Adventure', 'Family', 'Fantasy', 'Romance']",759853685,241410378,180000000,6.8,154821,7.0,80066,7.4,96858,7.0,40924,7.1,57620,6.7,176689,7.0,202,6.9,260984
131,tt0126029,Shrek,7.9,685973,PG,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",488441368,268163011,60000000,7.8,287427,7.9,169891,8.0,110511,7.9,81461,8.0,90397,7.8,369325,8.1,397,7.9,437047
132,tt0070239,Jesus Christ Superstar,7.3,27705,G,"['Drama', 'History', 'Musical']",115531,115531,,7.2,10276,7.4,8150,7.8,5220,7.5,8401,7.3,1769,7.2,15756,5.2,5,7.3,15848
133,tt4975722,Moonlight,7.4,312399,R,['Drama'],65336603,27854932,4000000,7.3,111968,7.8,76401,7.6,43643,7.2,29346,7.7,51487,7.3,163405,8.0,117,7.3,225066
134,tt2310332,The Hobbit: The Battle of the Five Armies,7.4,539339,PG-13,"['Adventure', 'Fantasy']",962201338,255138261,250000000.0,7.3,216106,7.4,97812,7.7,63480,7.3,49597,7.5,84376,7.3,315806,7.4,220,7.4,389991
135,tt1017456,Race,6.6,15134,Not Rated,"['Action', 'Crime', 'Drama', 'Thriller']",24503269,20833227,,6.5,6850,6.7,2233,6.6,1050,5.9,579,6.9,2656,6.6,9725,6.9,5,6.6,11251
136,tt2713180,Fury,7.5,499440,R,"['Action', 'Drama', 'War']",211822697,85817906,68000000,7.5,197559,7.7,96833,7.5,38281,7.3,52246,7.8,71070,7.5,309504,7.8,153,7.5,361703
137,tt0359950,The Secret Life of Walter Mitty,7.3,321805,PG,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",188133322,58236838,90000000,7.3,151243,7.4,62128,7.4,48875,7.2,37721,7.5,43183,7.3,198684,7.5,52,7.3,230304
138,tt0377092,Mean Girls,7.1,391203,PG-13,['Comedy'],130126277,86058055,17000000,7.0,167317,7.4,120884,7.3,118073,6.8,30420,7.3,63541,6.9,155008,7.4,234,6.9,231197
139,tt0045152,Singin' in the Rain,8.3,245610,G,"['Comedy', 'Musical', 'Romance']",2000288,1884537,2540800.0,8.3,93189,8.5,77923,8.5,48691,8.3,48646,8.4,25182,8.3,125027,8.3,117,8.2,136759
140,tt1091191,Lone Survivor,7.5,291576,R,"['Action', 'Biography', 'Drama', 'War']",154802912,125095601,40000000,7.4,127575,7.8,72539,7.7,20558,7.4,37997,7.7,36173,7.4,197580,7.3,31,7.4,191877
141,tt0390022,Friday Night Lights,7.2,64253,PG-13,"['Action', 'Drama', 'Sport']",61950770,61255921,30000000,7.2,32855,7.3,31019,7.1,5847,7.1,11045,7.3,4157,7.2,43893,7.8,4,7.0,26907
142,tt1667838,I Hate Luv Storys,5.6,8238,Not Rated,"['Comedy', 'Drama', 'Romance']",15719212,847993,100000000.0,5.4,4359,5.7,1180,6.1,1166,5.5,314,6.0,1478,5.5,5280,,,5.6,6051
143,tt0438097,Ice Age: The Meltdown,6.8,282118,PG,"['Animation', 'Adventure', 'Comedy', 'Family']",667094506,195330621,80000000,6.8,127278,6.5,47475,7.1,44178,6.8,26573,6.8,44072,6.8,162328,6.8,173,6.8,209907
144,tt0369610,Jurassic World,6.9,648419,PG-13,"['Action', 'Adventure', 'Sci-Fi']",1671537444,653406625,150000000,6.9,256426,7.1,160745,7.3,78349,6.8,63044,7.1,88673,6.9,364348,7.0,341,6.9,430775
145,tt1710396,Joyful Noise,5.7,8617,PG-13,"['Comedy', 'Drama', 'Music']",31158113,30932113,25000000.0,5.3,3174,5.9,4555,6.2,3500,5.8,2440,5.9,1048,5.3,3545,,,5.5,3017
146,tt0117887,That Thing You Do!,6.9,70138,PG,"['Comedy', 'Drama', 'Music']",34585416,25857416,26000000.0,6.9,31131,7.2,33580,7.1,13141,6.9,16640,7.1,2366,6.9,38711,6.9,11,6.7,26659
147,tt1843866,Captain America: The Winter Soldier,7.8,852667,PG-13,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",714421503,259766572,170000000,7.6,303242,8.1,207387,7.8,89785,7.6,75551,7.9,130838,7.7,470650,8.0,585,7.6,557069
148,tt3235888,It Follows,6.8,247528,R,"['Horror', 'Mystery', 'Thriller']",21947454,14674076,1000000.0,6.8,101973,7.1,70799,6.4,31237,6.6,26206,7.0,35058,6.9,142173,6.9,87,6.7,165577
149,tt0112950,Empire Records,6.7,57444,PG-13,"['Comedy', 'Drama', 'Music', 'Romance']",273188,273188,,6.7,28275,6.8,25970,7.3,14253,6.4,10217,6.6,2633,6.5,28209,5.2,12,6.5,24195
150,tt0152836,Taal,6.6,5604,Not Rated,"['Drama', 'Musical', 'Romance']",2020532,2020532,100000000,6.6,3212,6.6,1006,6.8,723,6.5,507,6.7,482,6.6,3673,,,6.6,4037
151,tt0158493,Belly,6.2,11607,R,"['Crime', 'Drama']",9639390,9639390,3000000.0,6.1,6045,6.4,6415,6.6,1023,5.5,1639,6.6,572,6.1,7588,6.0,3,5.9,4065
